- kgethegilego	special
mosetlaphala / mošitaphala / mosethaphala	centipede
moseto	chase
moseto	strip
mosetokopantšhi	rebate
mosonoblomo / mosonoplomo	sunflower plant
moswanamong / ya moswanamong	homogeneous / homogenous
moswantšhi / mothadi / mošupetši	illustrator
moswaradino	goalkeeper / goalie
moswaredi yoo a ikemego / therasetii yeo e ikemego	independent trustee
moswaswi	clown
moswinki / sekomporomaele	swing
motabogagodimo	high jump
motabogo wa dikgato tše tharo	triple jump
motabogotelele	long jump
motaki	etcher
motaki wa kerafithi	graffiti artist
motaki wa moeti	guest artist
motaki wa motšwantle	foreign artist
motantshi wa boporofešenale	professional dancer
motantsho wa Seindia	Indian dance
motantsho wa Setšhaena	Chinese dance
motantsho wa dithata	stick dance
motantsho wa malopo	trance dance
motantsho wa peo ya kgoši	coronation dance
motantsho wa sebjalebjale	contemporary music
motantsho wa sekhafo wa Seindia	Indian scarf dance
motantsho wa setlogo	indigenous dance
motantsho wa setšo wa basesi	hornpipe
motantsho wa tisikho	disco dancing
motataišwa / morutiwa	apprentice
motato wa ethe / lethale la ethe	earth wire
motato wa ka ntlong / mogala wa ka ntlong	landline
motato wa morodi	lead
moteka / eriale	antenna / aerial
mothabiši	entertainer
mothadiši / mosesi	sailor
mothaladi wa bogareng / mothalogare	centre line / halfway line
mothaladi wa go dikelela	curved line
mothaladi wa lletša	ledger line
mothaladipolane / moagiteke	architect
mothaladithwii / tsepamilego / mothalothwi	linear
mothalo / mothaladi	line
mothalo / mothaladi	linear
mothalo wa bonošadino	goal line
mothalo wa go kgaogantšha dipara tša mmino / mothalo wa go kgaogantšha dinoko tša mmino	bar line
mothalo wa lepatlelo wa ka thoko / mollwane wa ka thoko	sideline / touch line
mothalogare	axis
mothalokgoma	tangent
mothalokhutlo / mothalodiripana	dotted line
mothalopalo	number line / number axis
mothalosekabora wa sekhutlong	corner arc / arc of a circle
mothaloseripagare / mothalosephatlolagare	bisector
mothalotheo	base line
mothalotheo / mothalogare	springing line
mothalothwii	straight line
mothapa	stripe
mothapo / mogalatšhika	nerve
mothekeselo / athakesiya	ataxia / ataxy
mothekgi	supporter
mothekgi wa go se kgone go bala le go ngwala	illiterate supporter
mothekgi wa kalafo	treatment supporter
motheo	foundation
motheo	frame
motheo wa motšhelo / motheo wa lekgetho	tax base
motheopalo	base / radix
motheosekabora	springer / skewback
motheotiišetšo / motheokgwahlišetšo	raft foundation
mothifi	motif
motho	human being
motho ka molao	juristic person
motho o tee, boute e tee	one man, one vote
motho o tee, boute e tee / motho o tee, voute e tee	one person, one vote
motho yo a feteditšwego / mofetetšwa	infected person
motho yo a ka boutago	potential voter
motho yoo a feteditšwego ka HIV / motho yoo a nago le HIV	HIV-infected person
motho yoo a nago le AIDS / motho yoo a nago le phamokate / motho yoo a nago le sephamola	person living with Aids / PLWA / person with Aids / PWA
motho yoo a phelago le HIV / motho yoo a phelago le kokwanatlhoko ya phamokate / motho yoo a phelago le kokwanatlhoko ya go fokotša mašole a mmele	person living with HIV / PLWH
motho yoo a sa hlwago a robalana	virgin
mothobe wa lee / mothobe wa lekgata / mothobe wa letšae / mothobe wa lekgopa	egg yolk
mothomothong	man-to-man
mothopasefoka ka bontši bja dibouto	first past the post / FPTP
mothopo	source
mothopo wa maatla / mothopo wa enetši	energy source
mothopo wa meetse	water source
mothopo wo o hlaelelago / mothopo wo o šothago	scarce resource
mothotsoko	stranger
mothušamalokwane	assistant referee / linesman
mothušamalokwane wa sehlopha	club assistant referee
mothušamalokwane yo a lego pankeng	fourth official
mothušamohlahli / mothušamorutantšhi	assistant coach / assistant trainer
motikinyane / mokolonyane	thorn apple / stinkblaar
motišeletši / morwalelamaikarabelo	guarantor
motlatšahlogo wa setiši sa dikgetho	deputy presiding officer
motlatšamohlankedimogolo wa dikgetho	deputy chief electoral officer
motlatšamoporesitente	deputy president
motlatšatona	deputy minister
mototompetši	juggler
motsepelelwa	target player
motsesetoropo	urban area
motseta / modiplomate	diplomat
motseta go tša matlotlo	financial intermediary
motseta wa tša matlotlo	fiscal agent
motsetere / mofere	wattle
motsila	coccyx
motsila / rekethamo	rectum
motsoko	tobacco
motsotso	minute / min.
motsotswana	moment
motsotswana	second
motswadi	parent
motswako	mixture
motswako wa Fehling / motswako wa seela wa Fehling	Fehling’s solution
motswako wa jese	acid jazz
motswako wo o sathureitilego / motswakothihi	saturated solution
motswakohlarealekh oholo / thintšha	tincture
motswakokgolo	active pharmaceutical ingredient / API
motswakophodišotshwano	analogous substitution
motswakotološwi / motswakotološwa / solušene	solution
motswakotsopa / motswakotaga	clay mixture
motswapi / segole	finger
motutuetši	luminary
motšhantho / koša ya go rethetha mantšu a go swana	chant
motšhelo	tax
motšhelo / lekgetho	duty
motšhelo / lekgetho	levy
motšhelo / lekgetho	taxation
motšhelo go ya ka mogolo / PAYE	pay-as-you-earn / PAYE
motšhelo wa bohumi / lekgetho la bahumi	wealth tax / net worth tax / equity tax / capital tax
motšhelo wa dipoelo tša letlotlo / motšhelo wa dipoelo tša khepetlele	capital gains tax
motšhelo wa diromelwantle	export tax
motšhelo wa ditheko / lekgetho la ditheko	value-added tax / VAT
motšhelo wa dithoto le ditirelo	excise
motšhelo wa dithoto tše kotsi	sin tax
motšhelo wa ditshenyegelo	expenditure tax
motšhelo wa ditšwantle	customs duty
motšhelo wa ditšwantle	import tax
motšhelo wa letseno	income tax
motšhelo wa nakwana	provisional tax
motšhelo wa tšhilafatšo ya tikologo	environmental tax
motšhelo wo o gogwago mogolong / motšhelo wo o gogwago moputsong	payroll tax
motšhelo wo o holago ba letseno la godimo	regressive tax
motšhelo wo o lefšago ke mongmomošomo legatong la mošomi / lekgetho leo le lefšago ke mongmomošomo legatong la mošomi	withholding tax / retention tax
motšhelo wo o lekaneditšwego	proportional tax / flat-rate tax
motšhelo wo o rotogago go ya ka letseno / motšhelo wo o oketšegago go ya ka letseno	progressive tax
motšhelo wo o sa tšwego go letseno / lekgetho leo le sa tšwego go letseno	indirect tax
motšhene	machine
motšhene wa fekse	fax machine
motšhene wa go lekanetša	planing machine / planer
motšhene wa go loga / selogelo	loom
motšhene wa go loga / selogi	loom
motšhene wa go netefatša paakhouto / motšhene wa zip-zip	zip-zip machine / bar-code scanning unit / eZiskan
motšhene wa go roka	sewing machine
motšhene wa tšhelete wa go itiriša	automatic teller machine / auto teller
motšhenephaele	pile driver
motšhenesebulamafahla / nepulaesa	nebuliser
motšheneseripabjang	lawnmower
motšhikalalo / mongwalalo / motšhitlalalo	rigidity
motšo / palonngwe / palotee	unit
motšofadi	senior citizen
motšule / motule	module
motšwabotšwelo	spaceman
motšwamadiphetelela	haemophiliac / bleeder
motšwamahlalagading	adolescent
motšwana	radicle
motšwantle	alien
motšwantle	foreigner
motšwasehlabelo	victim
motšweletši	producer
motšweletši wa medumo	sound artist
motšweletši wa mmino	music producer / regisseur
mouko / moeki	oak tree
mouta	mould
mouta / fankase	fungus
mouwauwetši	canvasser
mowethi	moiety
moya	air
moya	spirit
moya / mohamo	breath
moya wa go fola / moya wo o fodilego	cool air
moya wo hlabošago / moya wo hlwekilego	fresh air
moya wo o hlwekilego	unpolluted air
moyafala	evaporate
moyafalago	volatile
moyafalo	evaporation
moyammetela	draught
moyapitlelwa	compressed air
mošemane wa go topa dikgwele	ballboy
mošidi	soot
mošidi / mongtšhilo	miller
mošidolli	physiotherapist
mošifa	ligament
mošilafatši	litterbug
mošišinyi	mover
mošomedi wa sehlopha / modiredi wa sehlopha	club official
mošomedi wa tša kalafo	medical personnel
mošomi wa faporiki / mošomi wa feme	factory worker
mošomi wa ka ntle	fieldworker
mošomi wa tša maphelo wa setšhaba	community health worker
mošomi yo a hlahlilwego	skilled worker
mošomi yo a hlahlilwego gannyane	semi-skilled worker
mošomi yo a hlokago bokgoni	unskilled worker / unskilled labourer
mošomo	career
mošomo	employment
mošomo	job
mošomo	labour / labor
mošomo	occupation
mošomo / modiro	activity
mošomo / modiro	assignment
mošomo ka botlalo go bao ba kgonago	full employment
mošomo wa bafaladi	migrant labour
mošomo wa diatla	handicraft
mošomo wa diatla	manual labour
mošomo wa ka mehla	chore
mošomo wa nakwana	part-time work
mošomo wo o sa nyakego bokgoni	menial labour
mošomong	workplace
mošongwana wa go ruthetša mmele	warm-up exercise
mošwana	acacia
mpa	abdomen
mphaka / thipa	knife
mphaka wa go betla / thipa ya go betla	craft knife
mphato	grade
mphatša / monga / lera / lenga / lerwa	cleft
mphego	rail
mpheng	shaft
mphiwafela	grant
mpholo	toxin
mpholo / tšhefi / phoesene	poison
mphologarepaketheria	endotoxin
mpholomethapo	neurotoxin
mpholontlepaketheriya	exotoxin
mpholopšio	nephrotoxin
mpholorodi	lead poisoning
mpholosele	cytotoxin
mpogošong	anticlockwise
mpopotlo / mokokotlo	ridge
mpshafatšo / ntshwafatšo	renewal
mpshikela / mokgohlwane / mokomane	flu / influenza
mpšanyana ya Yorkshire / mpšanyana ya mašukwana / mpšanyana ya mabuthubuthwane	Yorkshire terrier
mpšatshadi	bitch
mpšhafatša	renew
mpšhe	ostrich
muchongolo / mmino wa setšo wa tso	muchongolo
murupeila / mmurupei	mulberry tree
musiamo wa bokgabo / musiamo wa botaki	art museum
mutšwana	side root
muši	smoke
myekgo / phero	sepsis
na le / go akaretša / akaretša	contain
naelone	nylon
naethrikesiti	nitric acid
naethrotšene	nitrogen
nafothalini	naphthalene
naga	country
naga	land
naga	state
naga yeo e hlabologago	developing country
naga yeo e hlabologilego	developed country
naga yeo e hlabologilego	industrialised country
naga yeo e sego ya tšwelapele	underdeveloped country
nagalegae	bantustan
nagalegae	rural area
nakana / sempsherere	referee's whistle
nako	time
nako magareng ga tlhomamišo le go thoma mošomo	honeymoon era
nako ya boiketlo / maitišo	leisure
nako ya boitšhidullo / paka ya boitšhidullo	training session
nako ya dijo	meal
nako ya go bjala	sowing time
nako ya go gatiša	recording session
nako ya go goela / nako ya go gwaela	mating
nako ya go inagana / nako ya go ikgopola	cooling-off period
nako ya go khutša	half-time / half-time interval
nako ya go se bonale ga twatši ya HIV	window period
nako ya go utama ga HIV	latency stage
nako ya go utama ga bolwetši	incubation period
nako ya kokeletšo	extra time / overtime
nako ya matena / nako ya dijo tša mosegare	lunchtime
nako ya pele ga dikgetho	pre-election
nako ya pele ga sehla se seswa	pre-season
nakokgaotšo / sekgoba / sekgala / mokgahlo	interval
nakokgolo ya kgwebo / pakakgolo ya kgwebo	boom period
nakokokeletšo / nakotlaleletšo	stoppage time / referee's optional time / injury time / additional time
nakotekanyetšo	duration
nakotekanyo	time limit
nakotšheletetlengwa	fixed deposit
nakwana ya kgaogelo	grace period
naledi	star
nalete	needle
naletšana	asterisk
naletšana ya difilimi / naletšana ya paesekopo	movie star / film star
nama	flesh
nama	meat
nama ye e šitšwego	mince
namanakhunyelo / namanakhunyedi / kerempe	cramp
namane	foetus / fetus
namane / namanyana / lebotlana	calf
namelela	ascend
namune	orange
nanomethara / nanometara	nanometre
nanothekenolotši	nanotechnology
nawa	bean
nawa ya soya	soya bean
nawamorare / nawamotatane / nawamotangtang	runner bean
nayasine	niacin / nicotinic acid
nebiraphini	nevirapine
neelana / fetiša	exchange
neeletšano tshepetšong ya kgwebo / kakgolano tshepetšong ya kgwebo	circular flow
neelo ya pholisi	surrender
nene / nnyane / go sego kaalo	few
nepagala	exact
nepagalo	accuracy
nepagalo ya mmetse	mathematical accuracy
nepagetšego / nepagala	accurate
nepagetšego / nepagalago	accurate
nepo / tebanyo	goal
netefatša / kgonthiša / tiišetša	confirm
netepolo	netball
netweke	network
newton / nyuthone	newton
neyone	neon / Ne
ngaka	doctor
ngaka ya diphoofolo	veterinary surgeon / vet / veterinarian
ngaka ya setšo	traditional healer
ngakaabahlare	dispensing doctor
ngangegago / tosegago / kakatlelegago	taut
ngangego	tension
ngangego / kgagamalo	tension
ngangego ya semorafe	racial tension
ngangegošifa / ngangegogoba	spasm
ngangišano	argument
ngangišano	debate
ngangišano ya dipotšišokarabo	interpellation
ngata	bundle
ngongoregongwalwa / phethišene	petition
ngwadišolefsa / ngwadišoleswa	re-register
ngwaga	year
ngwaga wa ditšhelete	fiscal year
ngwaga wa tša ditšhelete / ngwaga wa tša matlotlo	financial year
ngwagakgolo	century
ngwagamolele / ngwagamotelele	leap year
ngwagasome	decade
ngwakwana wa polokelo	shed
ngwala	write
ngwalolla	rewrite
ngwana	young
ngwanenyana	girl
ngwathaganyo	subdivision
ngwedi	moon
nikhele	nickel
nikothini	nicotine
nimfi	nymph
nkgetheng	candidate
nkgetheng wa wate wa go ikema	independent ward candidate
nkgetheng wa wate wa mokgatlo	party ward candidate
nkgokolo	ring
nkgokolo	round
nkgokolo / kgokolo	sphere
nkgolegano	halitosis / bad breath
nkgwete	maestro
nkhese	faulting
nko	nose
nku	sheep
nku ya tshadi / nkutshadi	ewe
nkwe	tiger
nne	four
nnete	true
nnete ya sekwere / kriti ya sekwere	square net / square grid
nngele / ntsogošo / mpogošo / la molema	left
nngwe le nngwe	each
nno / ntlha	goal
nno / ntlha	score
nnoto ya fase	blue note
nnyane	less
nnyane	small
nnyane go	smaller than
nnyo / nnywana / mpopo / setho sa bosadi	vagina
nnyoko / gala	bile / gall
noga	snake
noga ya go se tlwaelege	exotic snake
nogameetsana / bereme / mmupula	earthworm
nogana / sebokwana	tapeworm
noganakobi / hukuweme	hookworm
noka	river
nokana	water stream
nolofatša	simplify
nomoro	number
nomoro efe goba efe / palo efe goba efe	any number
nomoro ya khoutu	code number
nomoro ya khutlotharo	triangular number
nomoro ya pukwana ya boitsebišo	ID number / identity document number / identity number
nomoro ya seletekgetho	voting district number
nomoro ya sephiri ya mong wa akhaonte / phini	personal identification number / PIN
nomoro ye e sa tsebjego	unknown number
nomoro ye nnyanenyane	smallest number
nomorotatelano	consecutive number
nomorotatelano	number sequence
nomorotekano / palotekano / palokarolwa ka pedi	even number
nomorotesimale / palotesimale	decimal number
nomorotšhupo ya methalo / paakhoute	bar code
nonnego	fertile
nontšha	fertilise
nontšho	fertilisation
nontšho / kaonafatšo / kgodišo	enrichment
nonwane	legend
nonyana / nonyane	bird
nonyanasejadipeu	seed-eater
nonyanaseswarakgetla	black oystercatcher
nonyanatlwaetšwa / nonyanaruiwa	tame bird
nonyanawatle / albatrose	albatross
nonyanesejanama / nonyanasejanama	bird of prey
nose	bee
noto / lefela	nought / zero / naught / null
noto / lefela	nought / zero / null / naught
notokotana	mallet
noša / nweša	water
nsoša / laola	facilitate
ntho	broken skin
ntho	cut
ntho	lesion
ntho	skin lesion
ntho	wound
ntho ya go fišwa ke mohlagase	electrical burn
ntho ya ka ganong / sešo sa ka ganong	oral ulcer
ntho ya mapele	genital ulcer
ntikodiko ya gare / sediko sa bogareng	central circle / centre circle
ntlatlaupana / tente	tent
ntle ga tlhakanelo ya dithoto	out of community of property
ntlha	tip
ntlha	vertex
ntlha / ntlhorana / makopanong	tip / apex / vertex
ntlha / phoulo	pole
ntlha / taba	fact
ntlha ya bohlokwa	material fact
ntlha ya borwa / phoulo ya borwa	south pole
ntlha ya borwa / phoulo ya borwa	south-seeking pole
ntlha ya go lekalekanya dino	equaliser
ntlha ya kišantle / ntlha ya seišantle	outlet point
ntlha ya leboa ya lefase / phoulo ya leboa ya lefase	north pole
ntlha ya maknete ya leboa	north-seeking pole / north pole
ntlha ya tshepedišo	point of order
ntlhaboro / borwanaphehli	drill bit
ntlhatekatekano	equilibrium point
ntlhohlo / khupola	cupola
ntlwana ya boithomelo / tshwamare	toilet / lavatory
ntlwana ya boithomelo ya bohle	public toilet
ntlwana ya go boutela	voting booth / ballot booth / polling booth
ntoto / ntswitswana / polo	penis
ntotomamaitirelo	berm
ntsekana ya paete / paetana	byte
ntwa	fight
ntwa	war
ntšha	deduct
ntšha	minus
ntšha	subtract
ntšha / goga / tumola	extract
ntšha / tloša	take away
ntšha dikateng	gut
ntšha lefsa / ntšha leswa	re-issue
ntšha leloko	naming a member
ntšha thapo	stone
ntšha tšhelete / goga tšhelete	debit
ntšhetšontle / thomelontle / kišontle	export
ntšhi	fly
